url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,Genre_1,decade
http://www.billboard.com/charts/hot-100/1959-01-10,1/10/1959,58,It's All In The Game,Tommy Edwards,It's All In The GameTommy Edwards,1,43,1,22,Pop,1958-1969
http://www.billboard.com/charts/hot-100/1960-03-26,3/26/1960,94,You Got What It Takes,Marv Johnson,You Got What It TakesMarv Johnson,1,65,10,22,R&B/Soul,1958-1969
http://www.billboard.com/charts/hot-100/1960-04-02,4/2/1960,97,El Paso,Marty Robbins,El PasoMarty Robbins,1,86,1,22,Country music,1958-1969
http://www.billboard.com/charts/hot-100/1960-04-02,4/2/1960,97,El Paso,Marty Robbins,El PasoMarty Robbins,1,86,1,22,Jazz,1958-1969
http://www.billboard.com/charts/hot-100/1960-04-02,4/2/1960,97,El Paso,Marty Robbins,El PasoMarty Robbins,1,86,1,22,Country,1958-1969
http://www.billboard.com/charts/hot-100/1958-12-20,12/20/1958,91,Rock-in Robin,Bobby Day,Rock-in RobinBobby Day,1,69,2,21,Classic Soul,1958-1969
http://www.billboard.com/charts/hot-100/1959-01-10,1/10/1959,59,Topsy II,Cozy Cole,Topsy IICozy Cole,1,42,3,21,Rock,1958-1969
http://www.billboard.com/charts/hot-100/1959-01-31,1/31/1959,93,It's Only Make Believe,Conway Twitty,It's Only Make BelieveConway Twitty,1,65,1,21,Country,1958-1969
http://www.billboard.com/charts/hot-100/1959-02-14,2/14/1959,86,Tom Dooley,The Kingston Trio,Tom DooleyThe Kingston Trio,1,53,1,21,Folk,1958-1969
http://www.billboard.com/charts/hot-100/1959-04-11,4/11/1959,64,16 Candles,The Crests,16 CandlesThe Crests,1,51,2,21,Doo-wop,1958-1969
http://www.billboard.com/charts/hot-100/1959-04-11,4/11/1959,72,Lonely Teardrops,Jackie Wilson,Lonely TeardropsJackie Wilson,1,71,7,21,Pop,1958-1969
http://www.billboard.com/charts/hot-100/1959-04-25,4/25/1959,86,Stagger Lee,Lloyd Price,Stagger LeeLloyd Price,1,64,1,21,R&B/Soul,1958-1969
http://www.billboard.com/charts/hot-100/1959-04-25,4/25/1959,70,I Cried A Tear,LaVern Baker,I Cried A TearLaVern Baker,1,58,6,21,R&B/Soul,1958-1969
http://www.billboard.com/charts/hot-100/1959-09-12,9/12/1959,91,The Battle Of New Orleans,Johnny Horton,The Battle Of New OrleansJohnny Horton,1,42,1,21,Country,1958-1969
http://www.billboard.com/charts/hot-100/1960-01-02,1/2/1960,74,Primrose Lane,Jerry Wallace With The Jewels,Primrose LaneJerry Wallace With The Jewels,1,60,8,21,Country,1958-1969
http://www.billboard.com/charts/hot-100/1960-01-02,1/2/1960,44,Just As Much As Ever,Bob Beckham,Just As Much As EverBob Beckham,2,38,32,21,Pop,1958-1969
http://www.billboard.com/charts/hot-100/1960-05-28,5/28/1960,74,The Theme From A Summer Place,Percy Faith And His Orchestra,"The Theme From ""A Summer Place""Percy Faith And His Orchestra",1,52,1,21,Jazz,1958-1969
http://www.billboard.com/charts/hot-100/1960-07-30,7/30/1960,80,Lonely Weekends,Charlie Rich,Lonely WeekendsCharlie Rich,1,73,22,21,Rock,1958-1969
http://www.billboard.com/charts/hot-100/1960-10-22,10/22/1960,96,Only The Lonely (Know How I Feel),Roy Orbison,Only The Lonely (Know How I Feel)Roy Orbison,1,72,2,21,Pop,1958-1969
http://www.billboard.com/charts/hot-100/1961-04-01,4/1/1961,49,Exodus,Ferrante & Teicher,ExodusFerrante & Teicher,1,36,2,21,Vocal/Easy Listening,1958-1969
http://www.billboard.com/charts/hot-100/1962-04-28,4/28/1962,76,The Ballad Of Thunder Road,Robert Mitchum,The Ballad Of Thunder RoadRobert Mitchum,3,72,65,21,Pop,1958-1969
http://www.billboard.com/charts/hot-100/1962-08-04,8/4/1962,68,Stranger On The Shore,Mr. Acker Bilk,Stranger On The ShoreMr. Acker Bilk,1,53,1,21,Pop,1958-1969
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,63,I Left My Heart In San Francisco,Tony Bennett,I Left My Heart In San FranciscoTony Bennett,1,57,19,21,Classical,1958-1969
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,63,I Left My Heart In San Francisco,Tony Bennett,I Left My Heart In San FranciscoTony Bennett,1,57,19,21,Vocal/Easy Listening,1958-1969
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,63,I Left My Heart In San Francisco,Tony Bennett,I Left My Heart In San FranciscoTony Bennett,1,57,19,21,Jazz,1958-1969
http://www.billboard.com/charts/hot-100/1962-12-29,12/29/1962,63,I Left My Heart In San Francisco,Tony Bennett,I Left My Heart In San FranciscoTony Bennett,1,57,19,21,Pop,1958-1969
http://www.billboard.com/charts/hot-100/1978-05-27,5/27/1978,99,I Go Crazy,Paul Davis,I Go CrazyPaul Davis,1,95,7,40,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1973-12-22,12/22/1973,52,Why Me,Kris Kristofferson,Why MeKris Kristofferson,1,38,16,38,Country music,1970-1979
http://www.billboard.com/charts/hot-100/1973-12-22,12/22/1973,52,Why Me,Kris Kristofferson,Why MeKris Kristofferson,1,38,16,38,Country,1970-1979
http://www.billboard.com/charts/hot-100/1973-09-15,9/15/1973,31,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers","Monster MashBobby ""Boris"" Pickett And The Crypt-Kickers",3,25,10,37,Seasonal,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-06,5/6/1978,59,How Deep Is Your Love,Bee Gees,How Deep Is Your LoveBee Gees,1,55,1,33,Classical,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-06,5/6/1978,59,How Deep Is Your Love,Bee Gees,How Deep Is Your LoveBee Gees,1,55,1,33,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-06,5/6/1978,59,How Deep Is Your Love,Bee Gees,How Deep Is Your LoveBee Gees,1,55,1,33,Vocal/Easy Listening,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-06,5/6/1978,59,How Deep Is Your Love,Bee Gees,How Deep Is Your LoveBee Gees,1,55,1,33,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1976-01-24,1/24/1976,64,Feelings,Morris Albert,FeelingsMorris Albert,1,66,6,32,Soft rock,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-06,5/6/1978,91,Baby Come Back,Player,Baby Come BackPlayer,1,96,1,32,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1971-06-26,6/26/1971,22,Superstar,Murray Head With The Trinidad Singers,SuperstarMurray Head With The Trinidad Singers,3,17,14,31,Classical,1970-1979
http://www.billboard.com/charts/hot-100/1971-06-26,6/26/1971,22,Superstar,Murray Head With The Trinidad Singers,SuperstarMurray Head With The Trinidad Singers,3,17,14,31,Musicals,1970-1979
http://www.billboard.com/charts/hot-100/1977-11-19,11/19/1977,97,I Just Want To Be Your Everything,Andy Gibb,I Just Want To Be Your EverythingAndy Gibb,1,62,1,31,Country music,1970-1979
http://www.billboard.com/charts/hot-100/1977-11-19,11/19/1977,97,I Just Want To Be Your Everything,Andy Gibb,I Just Want To Be Your EverythingAndy Gibb,1,62,1,31,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1977-11-19,11/19/1977,97,I Just Want To Be Your Everything,Andy Gibb,I Just Want To Be Your EverythingAndy Gibb,1,62,1,31,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1979-01-06,1/6/1979,97,Hot Child In The City,Nick Gilder,Hot Child In The CityNick Gilder,1,99,1,31,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1979-02-03,2/3/1979,93,I Love The Nightlife (Disco 'round),Alicia Bridges,I Love The Nightlife (Disco 'round)Alicia Bridges,1,93,5,31,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1979-02-03,2/3/1979,93,I Love The Nightlife (Disco 'round),Alicia Bridges,I Love The Nightlife (Disco 'round)Alicia Bridges,1,93,5,31,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1979-02-03,2/3/1979,93,I Love The Nightlife (Disco 'round),Alicia Bridges,I Love The Nightlife (Disco 'round)Alicia Bridges,1,93,5,31,Dance/Electronic,1970-1979
http://www.billboard.com/charts/hot-100/1979-02-03,2/3/1979,93,I Love The Nightlife (Disco 'round),Alicia Bridges,I Love The Nightlife (Disco 'round)Alicia Bridges,1,93,5,31,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1979-02-03,2/3/1979,93,I Love The Nightlife (Disco 'round),Alicia Bridges,I Love The Nightlife (Disco 'round)Alicia Bridges,1,93,5,31,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1976-05-22,5/22/1976,97,Dream On,Aerosmith,Dream OnAerosmith,2,62,6,29,Classic Rock,1970-1979
http://www.billboard.com/charts/hot-100/1976-05-22,5/22/1976,97,Dream On,Aerosmith,Dream OnAerosmith,2,62,6,29,Hard Rock,1970-1979
http://www.billboard.com/charts/hot-100/1977-12-03,12/3/1977,97,Devil's Gun,C.J. & Company,Devil's GunC.J. & Company,1,68,36,29,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1977-12-03,12/3/1977,97,Devil's Gun,C.J. & Company,Devil's GunC.J. & Company,1,68,36,29,Dance/Electronic,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-20,5/20/1978,93,(Love Is) Thicker Than Water,Andy Gibb,(Love Is) Thicker Than WaterAndy Gibb,1,47,1,29,Country music,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-20,5/20/1978,93,(Love Is) Thicker Than Water,Andy Gibb,(Love Is) Thicker Than WaterAndy Gibb,1,47,1,29,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-20,5/20/1978,93,(Love Is) Thicker Than Water,Andy Gibb,(Love Is) Thicker Than WaterAndy Gibb,1,47,1,29,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1978-07-01,7/1/1978,99,Disco Inferno,The Trammps,Disco InfernoThe Trammps,2,92,11,29,Dance/Electronic,1970-1979
http://www.billboard.com/charts/hot-100/1974-10-05,10/5/1974,98,One Hell Of A Woman,Mac Davis,One Hell Of A WomanMac Davis,1,54,11,28,Country,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Jazz,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Seasonal,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Vocal/Easy Listening,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Adult Contemporary,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Alternative/Indie,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Metal,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1976-03-13,3/13/1976,55,Breaking Up Is Hard To Do,Neil Sedaka,Breaking Up Is Hard To DoNeil Sedaka,2,18,8,28,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1976-04-03,4/3/1976,72,Venus,Frankie Avalon,VenusFrankie Avalon,2,54,46,28,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1976-04-03,4/3/1976,72,Venus,Frankie Avalon,VenusFrankie Avalon,2,54,46,28,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1976-05-01,5/1/1976,71,Love Machine (Part 1),The Miracles,Love Machine (Part 1)The Miracles,1,56,1,28,Classic Soul,1970-1979
http://www.billboard.com/charts/hot-100/1976-08-07,8/7/1976,96,Sara Smile,Daryl Hall John Oates,Sara SmileDaryl Hall John Oates,1,55,4,28,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1976-12-04,12/4/1976,95,A Fifth Of Beethoven,Walter Murphy & The Big Apple Band,A Fifth Of BeethovenWalter Murphy & The Big Apple Band,1,36,1,28,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1976-12-04,12/4/1976,97,She's Gone,Daryl Hall John Oates,She's GoneDaryl Hall John Oates,2,39,7,28,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1977-11-19,11/19/1977,66,On And On,Stephen Bishop,On And OnStephen Bishop,2,50,11,28,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1978-04-22,4/22/1978,97,Falling,LeBlanc & Carr,FallingLeBlanc & Carr,1,50,13,28,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1978-09-09,9/9/1978,97,Dance With Me,Peter Brown With Betty Wright,Dance With MePeter Brown With Betty Wright,1,91,8,28,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1975-09-27,9/27/1975,62,Black Superman,Johnny Wakelin & The Kinshasa Band,"Black Superman - ""Muhammad Ali""Johnny Wakelin & The Kinshasa Band",2,30,21,27,Reggae,1970-1979
http://www.billboard.com/charts/hot-100/1975-09-27,9/27/1975,62,Black Superman,Johnny Wakelin & The Kinshasa Band,"Black Superman - ""Muhammad Ali""Johnny Wakelin & The Kinshasa Band",2,30,21,27,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1975-09-27,9/27/1975,62,Black Superman,Johnny Wakelin & The Kinshasa Band,"Black Superman - ""Muhammad Ali""Johnny Wakelin & The Kinshasa Band",2,30,21,27,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1975-09-27,9/27/1975,62,Black Superman,Johnny Wakelin & The Kinshasa Band,"Black Superman - ""Muhammad Ali""Johnny Wakelin & The Kinshasa Band",2,30,21,27,Hip-Hop/Rap,1970-1979
http://www.billboard.com/charts/hot-100/1976-10-16,10/16/1976,72,Love Is Alive,Gary Wright,Love Is AliveGary Wright,1,72,2,27,Progressive/Art Rock,1970-1979
http://www.billboard.com/charts/hot-100/1977-02-12,2/12/1977,51,I Never Cry,Alice Cooper,I Never CryAlice Cooper,2,51,12,27,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1977-05-07,5/7/1977,95,I Like Dreamin',Kenny Nolan,I Like Dreamin'Kenny Nolan,1,46,3,27,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1977-08-20,8/20/1977,61,Angel In Your Arms,Hot,Angel In Your ArmsHot,1,55,6,27,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1977-11-05,11/5/1977,99,(your Love Has Lifted Me) Higher And Higher,Rita Coolidge,(your Love Has Lifted Me) Higher And HigherRita Coolidge,1,99,2,27,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1978-01-07,1/7/1978,97,Send In The Clowns,Judy Collins,Send In The ClownsJudy Collins,2,63,19,27,Folk,1970-1979
http://www.billboard.com/charts/hot-100/1978-01-21,1/21/1978,100,Boogie Nights,Heatwave,Boogie NightsHeatwave,1,96,2,27,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-13,5/13/1978,97,Just The Way You Are,Billy Joel,Just The Way You AreBilly Joel,1,92,3,27,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1978-05-20,5/20/1978,100,Emotion,Samantha Sang,EmotionSamantha Sang,1,98,3,27,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1978-06-10,6/10/1978,98,Stayin' Alive,Bee Gees,Stayin' AliveBee Gees,1,71,1,27,Classical,1970-1979
http://www.billboard.com/charts/hot-100/1978-06-10,6/10/1978,98,Stayin' Alive,Bee Gees,Stayin' AliveBee Gees,1,71,1,27,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1978-06-10,6/10/1978,98,Stayin' Alive,Bee Gees,Stayin' AliveBee Gees,1,71,1,27,Vocal/Easy Listening,1970-1979
http://www.billboard.com/charts/hot-100/1978-06-10,6/10/1978,98,Stayin' Alive,Bee Gees,Stayin' AliveBee Gees,1,71,1,27,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1979-06-16,6/16/1979,95,I Will Survive,Gloria Gaynor,I Will SurviveGloria Gaynor,1,95,1,27,Jazz,1970-1979
http://www.billboard.com/charts/hot-100/1979-06-16,6/16/1979,95,I Will Survive,Gloria Gaynor,I Will SurviveGloria Gaynor,1,95,1,27,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1979-06-16,6/16/1979,95,I Will Survive,Gloria Gaynor,I Will SurviveGloria Gaynor,1,95,1,27,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1979-06-16,6/16/1979,95,I Will Survive,Gloria Gaynor,I Will SurviveGloria Gaynor,1,95,1,27,Dance/Electronic,1970-1979
http://www.billboard.com/charts/hot-100/1979-06-16,6/16/1979,95,I Will Survive,Gloria Gaynor,I Will SurviveGloria Gaynor,1,95,1,27,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1979-11-17,11/17/1979,94,Sad Eyes,Robert John,Sad EyesRobert John,1,66,1,27,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1971-11-27,11/27/1971,34,I've Found Someone Of My Own,The Free Movement,I've Found Someone Of My OwnThe Free Movement,2,11,5,26,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1976-10-09,10/9/1976,98,Get Closer,Seals & Crofts,Get CloserSeals & Crofts (Featuring Carolyn Willis),1,83,6,26,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1976-10-09,10/9/1976,96,Kiss And Say Goodbye,The Manhattans,Kiss And Say GoodbyeThe Manhattans,1,76,1,26,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1977-10-08,10/8/1977,91,Whatcha Gonna Do,Pablo Cruise,Whatcha Gonna Do?Pablo Cruise,1,91,6,26,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1978-02-04,2/4/1978,95,Don't It Make My Brown Eyes Blue,Crystal Gayle,Don't It Make My Brown Eyes BlueCrystal Gayle,1,51,2,26,Country,1970-1979
http://www.billboard.com/charts/hot-100/1978-02-04,2/4/1978,95,Don't It Make My Brown Eyes Blue,Crystal Gayle,Don't It Make My Brown Eyes BlueCrystal Gayle,1,51,2,26,Country music,1970-1979
http://www.billboard.com/charts/hot-100/1979-01-06,1/6/1979,96,You Needed Me,Anne Murray,You Needed MeAnne Murray,1,96,1,26,Country music,1970-1979
http://www.billboard.com/charts/hot-100/1979-04-14,4/14/1979,100,Y.M.C.A.,Village People,Y.M.C.A.Village People,1,71,2,26,Disco,1970-1979
http://www.billboard.com/charts/hot-100/1972-08-19,8/19/1972,34,Layla,Derek & The Dominos,LaylaDerek & The Dominos,2,16,10,25,Classic Rock,1970-1979
http://www.billboard.com/charts/hot-100/1972-08-19,8/19/1972,34,Layla,Derek & The Dominos,LaylaDerek & The Dominos,2,16,10,25,Blues Rock,1970-1979
http://www.billboard.com/charts/hot-100/1974-04-27,4/27/1974,58,Rock On,David Essex,Rock OnDavid Essex,1,42,5,25,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1974-09-07,9/7/1974,99,You Make Me Feel Brand New,The Stylistics,You Make Me Feel Brand NewThe Stylistics,1,98,2,25,R&B/Soul,1970-1979
http://www.billboard.com/charts/hot-100/1974-09-07,9/7/1974,99,You Make Me Feel Brand New,The Stylistics,You Make Me Feel Brand NewThe Stylistics,1,98,2,25,Classic Soul,1970-1979
http://www.billboard.com/charts/hot-100/1974-10-05,10/5/1974,43,Surfin' U.S.A.,The Beach Boys,Surfin' U.S.A.The Beach Boys,2,36,36,25,Surf,1970-1979
http://www.billboard.com/charts/hot-100/1974-10-05,10/5/1974,43,Surfin' U.S.A.,The Beach Boys,Surfin' U.S.A.The Beach Boys,2,36,36,25,Rock,1970-1979
http://www.billboard.com/charts/hot-100/1974-10-05,10/5/1974,43,Surfin' U.S.A.,The Beach Boys,Surfin' U.S.A.The Beach Boys,2,36,36,25,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1975-11-29,11/29/1975,78,Ballroom Blitz,Sweet,Ballroom BlitzSweet,1,59,5,25,Glam Rock,1970-1979
http://www.billboard.com/charts/hot-100/1976-09-25,9/25/1976,83,Turn The Beat Around,Vicki Sue Robinson,Turn The Beat AroundVicki Sue Robinson,1,54,10,25,Pop,1970-1979
http://www.billboard.com/charts/hot-100/1982-11-06,11/6/1982,97,Tainted Love,Soft Cell,Tainted LoveSoft Cell,1,97,8,43,Electrepop,1980-1989
http://www.billboard.com/charts/hot-100/1982-11-06,11/6/1982,97,Tainted Love,Soft Cell,Tainted LoveSoft Cell,1,97,8,43,New wave/Post-punk,1980-1989
http://www.billboard.com/charts/hot-100/1989-12-02,12/2/1989,92,What About Me,Moving Pictures,What About MeMoving Pictures,2,81,46,43,Rock,1980-1989
http://www.billboard.com/charts/hot-100/1985-01-12,1/12/1985,98,I'm So Excited,The Pointer Sisters,I'm So ExcitedThe Pointer Sisters,2,96,9,40,Contemporary R&B,1980-1989
http://www.billboard.com/charts/hot-100/1985-01-12,1/12/1985,98,I'm So Excited,The Pointer Sisters,I'm So ExcitedThe Pointer Sisters,2,96,9,40,R&B/Soul,1980-1989
http://www.billboard.com/charts/hot-100/1985-01-12,1/12/1985,98,I'm So Excited,The Pointer Sisters,I'm So ExcitedThe Pointer Sisters,2,96,9,40,DancePop,1980-1989
http://www.billboard.com/charts/hot-100/1985-01-12,1/12/1985,98,I'm So Excited,The Pointer Sisters,I'm So ExcitedThe Pointer Sisters,2,96,9,40,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1989-01-28,1/28/1989,93,Red Red Wine,UB40,Red Red WineUB40,2,78,1,40,Reggae,1980-1989
http://www.billboard.com/charts/hot-100/1989-08-26,8/26/1989,96,Into The Night,Benny Mardones,Into The NightBenny Mardones,2,78,20,37,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1983-03-12,3/12/1983,98,Gloria,Laura Branigan,GloriaLaura Branigan,1,98,2,36,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1989-08-05,8/5/1989,92,Where Are You Now,Jimmy Harnen,Where Are You Now?Jimmy Harnen With Synch,2,89,10,36,Rock,1980-1989
http://www.billboard.com/charts/hot-100/1987-02-21,2/21/1987,85,Stand By Me,Ben E. King,Stand By MeBen E. King,2,64,9,35,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1987-02-21,2/21/1987,85,Stand By Me,Ben E. King,Stand By MeBen E. King,2,64,9,35,Rhythm and blues,1980-1989
http://www.billboard.com/charts/hot-100/1988-09-17,9/17/1988,87,Do You Love Me,The Contours,Do You Love MeThe Contours,2,71,11,34,Rhythm and blues,1980-1989
http://www.billboard.com/charts/hot-100/1988-09-17,9/17/1988,87,Do You Love Me,The Contours,Do You Love MeThe Contours,2,71,11,34,R&B/Soul,1980-1989
http://www.billboard.com/charts/hot-100/1988-09-17,9/17/1988,87,Do You Love Me,The Contours,Do You Love MeThe Contours,2,71,11,34,Rock,1980-1989
http://www.billboard.com/charts/hot-100/1981-10-31,10/31/1981,87,Jessie's Girl,Rick Springfield,Jessie's GirlRick Springfield,1,70,1,32,Hard Rock,1980-1989
http://www.billboard.com/charts/hot-100/1981-03-14,3/14/1981,98,Another One Bites The Dust,Queen,Another One Bites The DustQueen,1,98,1,31,Classic Rock,1980-1989
http://www.billboard.com/charts/hot-100/1981-05-16,5/16/1981,92,Celebration,Kool & The Gang,CelebrationKool & The Gang,1,72,1,30,R&B/Soul,1980-1989
http://www.billboard.com/charts/hot-100/1982-03-20,3/20/1982,91,Our Lips Are Sealed,Go-Go's,Our Lips Are SealedGo-Go's,1,86,20,30,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1984-09-29,9/29/1984,98,Borderline,Madonna,BorderlineMadonna,1,94,10,30,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1988-02-06,2/6/1988,98,In My Dreams,REO Speedwagon,In My DreamsREO Speedwagon,1,95,19,30,Rock,1980-1989
http://www.billboard.com/charts/hot-100/1988-12-31,12/31/1988,93,I'll Always Love You,Taylor Dayne,I'll Always Love YouTaylor Dayne,1,93,3,30,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1980-06-21,6/21/1980,96,With You I'm Born Again,Billy Preston and Syreeta,With You I'm Born AgainBilly Preston & Syreeta,1,64,4,29,R&B/Soul,1980-1989
http://www.billboard.com/charts/hot-100/1980-06-21,6/21/1980,96,With You I'm Born Again,Billy Preston and Syreeta,With You I'm Born AgainBilly Preston & Syreeta,1,64,4,29,Rock,1980-1989
http://www.billboard.com/charts/hot-100/1980-06-21,6/21/1980,96,With You I'm Born Again,Billy Preston and Syreeta,With You I'm Born AgainBilly Preston & Syreeta,1,64,4,29,Blues,1980-1989
http://www.billboard.com/charts/hot-100/1980-06-21,6/21/1980,96,With You I'm Born Again,Billy Preston and Syreeta,With You I'm Born AgainBilly Preston & Syreeta,1,64,4,29,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1981-01-24,1/24/1981,98,Upside Down,Diana Ross,Upside DownDiana Ross,1,86,1,29,Disco,1980-1989
http://www.billboard.com/charts/hot-100/1982-05-29,5/29/1982,99,Key Largo,Bertie Higgins,Key LargoBertie Higgins,1,66,8,29,Rock,1980-1989
http://www.billboard.com/charts/hot-100/1983-04-23,4/23/1983,95,You And I,Eddie Rabbitt,You And IEddie Rabbitt With Crystal Gayle,1,81,7,29,Country,1980-1989
http://www.billboard.com/charts/hot-100/1983-04-23,4/23/1983,95,You And I,Eddie Rabbitt,You And IEddie Rabbitt With Crystal Gayle,1,81,7,29,Country music,1980-1989
http://www.billboard.com/charts/hot-100/1983-05-21,5/21/1983,94,I Know There's Something Going On,Frida,I Know There's Something Going OnFrida,1,77,13,29,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1984-01-28,1/28/1984,96,Total Eclipse Of The Heart,Bonnie Tyler,Total Eclipse Of The HeartBonnie Tyler,1,87,1,29,Hard Rock,1980-1989
http://www.billboard.com/charts/hot-100/1984-01-28,1/28/1984,96,Total Eclipse Of The Heart,Bonnie Tyler,Total Eclipse Of The HeartBonnie Tyler,1,87,1,29,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1984-03-31,3/31/1984,95,Break My Stride,Matthew Wilder,Break My StrideMatthew Wilder,1,91,5,29,Rock,1980-1989
http://www.billboard.com/charts/hot-100/1986-03-29,3/29/1986,98,I Miss You,Klymaxx,I Miss YouKlymaxx,1,75,5,29,Pop music,1980-1989
http://www.billboard.com/charts/hot-100/1986-03-29,3/29/1986,98,I Miss You,Klymaxx,I Miss YouKlymaxx,1,75,5,29,Funk,1980-1989
http://www.billboard.com/charts/hot-100/1987-07-04,7/4/1987,99,You Can Call Me Al,Paul Simon,You Can Call Me AlPaul Simon,2,80,23,29,Pop,1980-1989
http://www.billboard.com/charts/hot-100/1987-07-04,7/4/1987,99,You Can Call Me Al,Paul Simon,You Can Call Me AlPaul Simon,2,80,23,29,Singer-Songwriter,1980-1989
http://www.billboard.com/charts/hot-100/1988-10-29,10/29/1988,99,Hands To Heaven,Breathe,Hands To HeavenBreathe,1,82,2,29,Pop,1980-1989
